CODE ADHERENT;NOM FOURNISSEUR;TYPE DE PIECE;DOCUMENT NUMBER;DATE;LIGNE_FACTURE;FAMILLE;REF PRODUIT;LIBELEE PRODUIT;ETAT DEPOT;QUANTITE;VAT rate;PRIX D'ACHAT CATALOGUE HT;PRIX D'ACHAT REEL HT;PRIX D'ACHAT REEL TTC;DELIVERY NOTE NUMBER;DELIVERY NOTE Date;CUST.REF;ANCIEN N° SERIE ;N° SERIE
INNO018;STARKEY;FA;21551081;2022-12-09;1;REPA;RRCCC2;FORFAIT REPARATION 2;;1;0550;129,00;129,00;136,10;4230409;2022-12-06;;;7018150369
INNO018;STARKEY;FA;21551081;2022-12-09;2;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4230409;2022-12-06;;;
GF08;STARKEY;FA;21551082;2022-12-09;1;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,51;4230465;2022-12-06;SCHU;;7022481504
GF08;STARKEY;FA;21551082;2022-12-09;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4230465;2022-12-06;SCHU;;
GF08;STARKEY;FA;21551082;2022-12-09;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230465;2022-12-06;SCHU;;
GF08;STARKEY;FA;21551082;2022-12-09;4;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,50;4230465;2022-12-06;SCHU;;7022481503
GF08;STARKEY;FA;21551082;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230465;2022-12-06;SCHU;;
GA205;STARKEY;FA;21551083;2022-12-09;1;EMB;EM2129BSL;STARKEY SOMMEIL CANULE;;1;2000;26,00;19,00;22,80;4230503;2022-12-06;;;EF22480383
GA205;STARKEY;FA;21551083;2022-12-09;2;EMB;EM2129BSL;STARKEY SOMMEIL CANULE;;1;2000;26,00;19,00;22,80;4230503;2022-12-06;;;EF22480382
GA205;STARKEY;FA;21551083;2022-12-09;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4230503;2022-12-06;;;
GA205;STARKEY;FA;21551083;2022-12-09;4;REPA;RRCICC2;FORFAIT REPARATION 2;;1;0550;129,00;129,00;136,11;4230958;2022-12-06;;;7011121907
GA205;STARKEY;FA;21551083;2022-12-09;5;PR;63328-SHT;STARKEY EVOLV AI 2000 IIC NW;;1;0550;1150,00;510,26;538,32;4232246;2022-12-08;;;7022491076
GA205;STARKEY;FA;21551083;2022-12-09;6;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4232246;2022-12-08;;;
GA205;STARKEY;FA;21551083;2022-12-09;7;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232246;2022-12-08;;;
GA205;STARKEY;FA;21551083;2022-12-09;8;PR;63328-SHT;STARKEY EVOLV AI 2000 IIC NW;;1;0550;1150,00;510,26;538,32;4232246;2022-12-08;;;7022491075
GA205;STARKEY;FA;21551083;2022-12-09;9;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232246;2022-12-08;;;
GA103;STARKEY;FA;21551084;2022-12-09;1;REPA;RSCICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4230671;2022-12-06;;;7022441681
GA103;STARKEY;FA;21551084;2022-12-09;2;REPA;RSCICC3;FORFAIT REPARATION 3;;1;0550;141,00;0,00;0,00;4230671;2022-12-06;;;7022441680
GA103;STARKEY;FA;21551084;2022-12-09;3;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,29;4233770;2022-12-09;;;7022491141
GA103;STARKEY;FA;21551084;2022-12-09;4;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4233770;2022-12-09;;;
GA103;STARKEY;FA;21551084;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233770;2022-12-09;;;
GA103;STARKEY;FA;21551084;2022-12-09;6;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,28;4233770;2022-12-09;;;7022491140
GA103;STARKEY;FA;21551084;2022-12-09;7;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233770;2022-12-09;;;
GA304;STARKEY;FA;21551085;2022-12-09;1;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4230685;2022-12-06;TEL;;
GA304;STARKEY;FA;21551085;2022-12-09;2;AC;ENG12-018;FILTRE WORKSAFE PRO I REASSORT;;1;0550;17,50;17,50;18,46;4230685;2022-12-06;TEL;;
GA304;STARKEY;FA;21551085;2022-12-09;3;AC;18616-132;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4231277;2022-12-07;TEL;;
GA304;STARKEY;FA;21551085;2022-12-09;4;TEL;43005-001;TV STREAMER 2.4 GHz;;1;0550;158,00;135,00;142,43;4232321;2022-12-08;;;222650797B
GA304;STARKEY;FA;21551085;2022-12-09;5;TEL;43044-000;MICROPHONE DE TABLE;;1;0550;366,00;220,00;232,10;4232321;2022-12-08;;;2233A100931
GA304;STARKEY;FA;21551085;2022-12-09;6;AC;18616-132;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4232321;2022-12-08;;;
GA304;STARKEY;FA;21551085;2022-12-09;7;AC;18617-132;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4232321;2022-12-08;;;
GA304;STARKEY;FA;21551085;2022-12-09;8;AC;43017-002;Mini Turbo Chargeur Starkey - RIC et BTE (2.4GHz et 900MHz);;1;0550;100,00;80,00;84,40;4232321;2022-12-08;;;224540071E
GA304;STARKEY;FA;21551085;2022-12-09;9;CONT;CONTENVT4;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232321;2022-12-08;;;
GA304;STARKEY;FA;21551085;2022-12-09;10;AC;91344-000;ADAPTATEUR ALIMENTATION CHARGEUR SYNERGY & MINI TURBO;;1;0550;8,00;8,00;8,44;4232321;2022-12-08;;;
GA304;STARKEY;FA;4543875;2022-12-07;11;PR;63276-112;STARKEY EVOLV AI 2400 RIC 312 Espresso;ENVOI_DEPOT;1;0550;1433,00;485,79;512,51;4231277;2022-12-07;TEL;;221981662
GA304;STARKEY;FA;4543875;2022-12-07;12;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4231277;2022-12-07;TEL;;
GA304;STARKEY;FA;4545160;2022-12-08;13;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4232321;2022-12-08;;;222023294
GA304;STARKEY;FA;4545160;2022-12-08;14;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4232321;2022-12-08;;;
GA304;STARKEY;FA;4545160;2022-12-08;15;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4232321;2022-12-08;;;221535262
GA304;STARKEY;FA;4545160;2022-12-08;16;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4232321;2022-12-08;;;
GF007;STARKEY;FA;21551086;2022-12-09;1;PR;43036-000;Chargeur Standard - RIC et BTE de DEMONSTRATION;;1;0550;30,00;0,00;0,00;4230700;2022-12-06;MAIL GG 2111;;220990275A
MF0001;STARKEY;FA;21551087;2022-12-09;1;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,29;4230717;2022-12-06;;;7022481675
MF0001;STARKEY;FA;21551087;2022-12-09;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4230717;2022-12-06;;;
MF0001;STARKEY;FA;21551087;2022-12-09;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230717;2022-12-06;;;
MF0001;STARKEY;FA;21551087;2022-12-09;4;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,28;4230717;2022-12-06;;;7022481674
MF0001;STARKEY;FA;21551087;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230717;2022-12-06;;;
INNO014;STARKEY;FA;21551088;2022-12-09;1;REPA;RRRICC9;REPARATION GRATUITE;;1;0550;0,00;0,00;0,00;4230837;2022-12-06;;;201164213E
INNO014;STARKEY;FA;21551088;2022-12-09;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4230837;2022-12-06;;;
INNO014;STARKEY;FA;21551088;2022-12-09;3;REPA;RRRICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4230838;2022-12-06;;;191412114
INNO014;STARKEY;FA;21551088;2022-12-09;4;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4230839;2022-12-06;;;191562738
GA303;STARKEY;FA;21551089;2022-12-09;1;REPA;RRCICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4230865;2022-12-06;;;7019011302
GA303;STARKEY;FA;21551089;2022-12-09;2;REPA;RRCICC2;FORFAIT REPARATION 2;;1;0550;129,00;129,00;136,10;4231578;2022-12-07;;;7018441442
GA303;STARKEY;FA;21551089;2022-12-09;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4231578;2022-12-07;;;
511;STARKEY;FA;21551090;2022-12-09;1;REPA;RRBTEM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4230978;2022-12-06;;;211832895
GA003;STARKEY;FA;21551091;2022-12-09;1;EMB;EM2140;STARKEY PERFORMER 25;;1;2000;52,50;30,00;36,00;4231203;2022-12-07;;;EF22480550
GA003;STARKEY;FA;21551091;2022-12-09;2;OPT;5007;GRAVURE INITIALES;;1;0550;3,00;3,00;3,16;4231203;2022-12-07;;;
GA003;STARKEY;FA;21551091;2022-12-09;3;EMB;EM2140;STARKEY PERFORMER 25;;1;2000;52,50;30,00;36,00;4231203;2022-12-07;;;EF22480549
GA003;STARKEY;FA;21551091;2022-12-09;4;OPT;5007;GRAVURE INITIALES;;1;0550;3,00;3,00;3,17;4231203;2022-12-07;;;
GA003;STARKEY;FA;21551091;2022-12-09;5;OPT;4032;OPTION CORDELETTE TRANSLUCIDE EN VINYL;;1;0550;2,40;2,40;2,53;4231203;2022-12-07;;;
GA003;STARKEY;FA;21551091;2022-12-09;6;PT;PT20;BERNIER Retour;;1;2000;9,85;9,85;11,82;4231203;2022-12-07;;;
GF0016;STARKEY;FA;21551092;2022-12-09;1;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4231216;2022-12-07;TEL;;
GF0016;STARKEY;FA;21551092;2022-12-09;2;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;;1;0550;1517,00;0,00;0,00;4231216;2022-12-07;TEL;;221780239
GF0016;STARKEY;FA;21551092;2022-12-09;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4231216;2022-12-07;TEL;;
GF0016;STARKEY;FA;21551092;2022-12-09;4;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;;1;0550;1517,00;0,00;0,00;4231216;2022-12-07;TEL;;221527515
GF0016;STARKEY;FA;21551092;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4231216;2022-12-07;TEL;;
ARI010;STARKEY;FA;21551093;2022-12-09;1;AC;18616-133;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4231380;2022-12-07;;;
ARI010;STARKEY;FA;21551093;2022-12-09;2;AC;18617-133;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4231380;2022-12-07;;;
ARI010;STARKEY;FA;21551093;2022-12-09;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4231380;2022-12-07;;;
ARI010;STARKEY;FA;21551093;2022-12-09;4;AC;43061-000;CHARGEUR BTE/RIC PREMIUM (avec batterie embarquée);;1;0550;178,00;80,00;84,40;4231380;2022-12-07;;;2227601CWE
ARI010;STARKEY;FA;21551093;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4231380;2022-12-07;;;
ARI010;STARKEY;FA;4543984;2022-12-07;6;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4231380;2022-12-07;;;221743072
ARI010;STARKEY;FA;4543984;2022-12-07;7;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4231380;2022-12-07;;;
ARI010;STARKEY;FA;4543984;2022-12-07;8;PR;63289-106;STARKEY EVOLV AI 2400 RIC R Black;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4231380;2022-12-07;;;221743044
ARI010;STARKEY;FA;4543984;2022-12-07;9;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4231380;2022-12-07;;;
532;STARKEY;FA;21551094;2022-12-09;1;REPA;RRIICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4231437;2022-12-07;;;7020361499
532;STARKEY;FA;21551094;2022-12-09;2;REPA;RRIICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4231437;2022-12-07;;;7020361498
532;STARKEY;FA;21551094;2022-12-09;3;REPA;RMCEM6;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4232266;2022-12-08;;;7022440098
532;STARKEY;FA;21551094;2022-12-09;4;REPA;RMCEM6;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4232266;2022-12-08;;;7022440097
544;STARKEY;FA;21551095;2022-12-09;1;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4232241;2022-12-08;;;7020431492
ARI009;STARKEY;FA;21551096;2022-12-09;1;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4232285;2022-12-08;ECHG_ANTICIPÉ;;
ARI009;STARKEY;FA;21551096;2022-12-09;2;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;;1;0550;1517,00;505,47;533,27;4232285;2022-12-08;ECHG_ANTICIPÉ;;221413725
ARI009;STARKEY;FA;21551096;2022-12-09;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232285;2022-12-08;ECHG_ANTICIPÉ;;
102;STARKEY;FA;21551097;2022-12-09;1;PR;SA TN7I;STARKEY MUSE IQ i1600 CIC;;1;0550;908,00;384,59;405,75;4232339;2022-12-08;CARON;;7022491048
102;STARKEY;FA;21551097;2022-12-09;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4232339;2022-12-08;CARON;;
102;STARKEY;FA;21551097;2022-12-09;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232339;2022-12-08;CARON;;
102;STARKEY;FA;21551097;2022-12-09;4;PR;SA TN7I;STARKEY MUSE IQ i1600 CIC;;1;0550;908,00;384,59;405,74;4232339;2022-12-08;CARON;;7022491047
102;STARKEY;FA;21551097;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232339;2022-12-08;CARON;;
GA104;STARKEY;FA;21551098;2022-12-09;1;REPA;RSIICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4232632;2022-12-08;;;7022441767
INNO018;STARKEY;FA;21551099;2022-12-09;1;REPA;RSIICC4;FORFAIT REPARATION 4;;1;0550;188,00;188,00;198,34;4232658;2022-12-08;;;7017431752
INNO018;STARKEY;FA;21551099;2022-12-09;2;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4232658;2022-12-08;;;
MA002;STARKEY;FA;21551100;2022-12-09;1;PT;PT20;BERNIER Retour;;1;2000;9,85;9,85;11,82;4233311;2022-12-09;TÉL;;
MA002;STARKEY;FA;21551100;2022-12-09;2;AC;18617-132;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4233311;2022-12-09;TÉL;;
MA002;STARKEY;FA;21551100;2022-12-09;3;AC;18616-132;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4233311;2022-12-09;TÉL;;
MA002;STARKEY;FA;21551100;2022-12-09;4;AC;18617-133;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4233311;2022-12-09;TÉL;;
MA002;STARKEY;FA;21551100;2022-12-09;5;AC;18616-133;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4233311;2022-12-09;TÉL;;
;STARKEY;FA;21551101;2022-12-09;1;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4233389;2022-12-09;;;191574999
GF002;STARKEY;FA;21551102;2022-12-09;1;PR;63283-102;STARKEY EVOLV AI 2400 mRIC 312 Bronze;;1;0550;1433,00;485,79;512,51;4233490;2022-12-09;;;222148372
GF002;STARKEY;FA;21551102;2022-12-09;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233490;2022-12-09;;;
GF002;STARKEY;FA;21551102;2022-12-09;3;PR;63283-102;STARKEY EVOLV AI 2400 mRIC 312 Bronze;;1;0550;1433,00;485,79;512,51;4233490;2022-12-09;;;222148365
GF002;STARKEY;FA;21551102;2022-12-09;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233490;2022-12-09;;;
GF002;STARKEY;FA;21551102;2022-12-09;5;AC;18622-132;ECOUTEUR RIC SNAPFIT 60dB DROIT Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4233490;2022-12-09;;;
GF002;STARKEY;FA;21551102;2022-12-09;6;AC;18623-132;ECOUTEUR RIC SNAPFIT 60dB GAUCHE Taille 2 Courbe;;1;0550;29,00;14,00;14,77;4233490;2022-12-09;;;
GF002;STARKEY;FA;21551102;2022-12-09;7;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4233490;2022-12-09;;;
ARI003;STARKEY;FA;21551103;2022-12-09;1;REPA;RSIICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4233505;2022-12-09;;;7020231657
ARI003;STARKEY;FA;21551103;2022-12-09;2;PR;63328-SHT;STARKEY EVOLV AI 2000 IIC NW;;1;0550;1150,00;510,26;538,33;4233581;2022-12-09;;;7022491213
ARI003;STARKEY;FA;21551103;2022-12-09;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4233581;2022-12-09;;;
ARI003;STARKEY;FA;21551103;2022-12-09;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233581;2022-12-09;;;
ARI003;STARKEY;FA;21551103;2022-12-09;5;PR;63328-SHT;STARKEY EVOLV AI 2000 IIC NW;;1;0550;1150,00;510,26;538,32;4233581;2022-12-09;;;7022491212
ARI003;STARKEY;FA;21551103;2022-12-09;6;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4233581;2022-12-09;;;
;STARKEY;FA;21551353;2022-12-09;1;AC;43041-000;CHARGEUR INTRA PREMIUM (avec batterie embarquée);;1;0000;178,00;35,00;35,00;4233661;2022-12-09;;;221334478A
;STARKEY;FA;21551353;2022-12-09;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4233661;2022-12-09;;;
;STARKEY;FA;21551353;2022-12-09;3;PR;63308-SHT;STARKEY EVOLV AI 1600 ITC R;;1;0000;1055,00;316,73;316,73;4233949;2022-12-09;;;7022490020
;STARKEY;FA;21551353;2022-12-09;4;PT;PT10;PORT INTERNATIONAL;;1;0000;20,00;20,00;20,00;4233949;2022-12-09;;;
;STARKEY;FA;21551353;2022-12-09;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4233949;2022-12-09;;;
;STARKEY;FA;21551353;2022-12-09;6;PR;63308-SHT;STARKEY EVOLV AI 1600 ITC R;;1;0000;1055,00;316,73;316,73;4233949;2022-12-09;;;7022490019
;STARKEY;FA;21551353;2022-12-09;7;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4233949;2022-12-09;;;
;STARKEY;FA;21551354;2022-12-09;8;AC;01807-200;CABLE DE PROGRAMMATION AXIAL DROIT FICHE LONGUE;;1;0000;25,00;25,00;25,00;4228940;2022-12-05;;;
;STARKEY;FA;21551354;2022-12-09;9;AC;01807-300;CABLE DE PROGRAMMATION DROIT COURT FICHE LONGUE;;1;0000;25,00;25,00;25,00;4228940;2022-12-05;;;
;STARKEY;FA;21551354;2022-12-09;10;AC;01808-200;CABLE DE PROGRAMMATION AXIAL GAUCHE FICHE LONGUE;;1;0000;25,00;25,00;25,00;4228940;2022-12-05;;;
;STARKEY;FA;21551354;2022-12-09;11;AC;01808-300;CABLE DE PROGRAMMATION GAUCHE COURT FICHE LONGUE;;1;0000;25,00;25,00;25,00;4228940;2022-12-05;;;
;STARKEY;FA;21551354;2022-12-09;12;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0000;1265,00;366,45;366,45;4230458;2022-12-06;;;7022481593
;STARKEY;FA;21551354;2022-12-09;13;PT;PT10;PORT INTERNATIONAL;;1;0000;20,00;20,00;20,00;4230458;2022-12-06;;;
;STARKEY;FA;21551354;2022-12-09;14;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4230458;2022-12-06;;;
;STARKEY;FA;21551354;2022-12-09;15;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0000;1265,00;366,45;366,45;4230458;2022-12-06;;;7022481592
;STARKEY;FA;21551354;2022-12-09;16;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4230458;2022-12-06;;;
INNO016;STARKEY;FA;21553236;2022-12-16;1;PR;63276-105;STARKEY EVOLV AI 2400 RIC 312 Slate;ACCEPTATION_DEPOT;1;0550;1433,00;485,79;512,52;4186295;2022-10-11;;;220909345
INNO016;STARKEY;FA;21553236;2022-12-16;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4186295;2022-10-11;;;
INNO016;STARKEY;FA;21553236;2022-12-16;3;PR;63276-105;STARKEY EVOLV AI 2400 RIC 312 Slate;ACCEPTATION_DEPOT;1;0550;1433,00;485,79;512,51;4186295;2022-10-11;;;220909340
INNO016;STARKEY;FA;21553236;2022-12-16;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4186295;2022-10-11;;;
INNO016;STARKEY;FA;21553236;2022-12-16;5;PR;SA CN1I;STARKEY MUSE IQ i2400 CC;;1;0550;1150,00;460,26;485,57;4234659;2022-12-12;;;7022490201
INNO016;STARKEY;FA;21553236;2022-12-16;6;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4234659;2022-12-12;;;
INNO016;STARKEY;FA;21553236;2022-12-16;7;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4234659;2022-12-12;;;
INNO016;STARKEY;FA;21553236;2022-12-16;8;PR;SA CN1I;STARKEY MUSE IQ i2400 CC;;1;0550;1150,00;460,26;485,57;4234659;2022-12-12;;;7022490200
INNO016;STARKEY;FA;21553236;2022-12-16;9;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4234659;2022-12-12;;;
INNO016;STARKEY;FA;21553236;2022-12-16;10;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4234967;2022-12-12;;;
INNO016;STARKEY;FA;21553236;2022-12-16;11;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4234972;2022-12-12;;;
INNO016;STARKEY;FA;4548049;2022-12-12;12;PR;63264-111;STARKEY EVOLV AI 2000 BTE 13 Sterling;ENVOI_DEPOT;1;0550;1171,00;445,48;469,98;4234967;2022-12-12;;;221932840
INNO016;STARKEY;FA;4548049;2022-12-12;13;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4234967;2022-12-12;;;
INNO016;STARKEY;FA;4548049;2022-12-12;14;PR;63264-111;STARKEY EVOLV AI 2000 BTE 13 Sterling;ENVOI_DEPOT;1;0550;1171,00;445,48;469,98;4234967;2022-12-12;;;221932852
INNO016;STARKEY;FA;4548049;2022-12-12;15;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4234967;2022-12-12;;;
INNO016;STARKEY;FA;4548054;2022-12-12;16;PR;63100-105;STARKEY LIVIO 1200 BTE 13 Slate;ENVOI_DEPOT;1;0550;263,00;195,00;205,73;4234972;2022-12-12;;;221764152
INNO016;STARKEY;FA;4548054;2022-12-12;17;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4234972;2022-12-12;;;
INNO016;STARKEY;FA;4548054;2022-12-12;18;PR;63100-105;STARKEY LIVIO 1200 BTE 13 Slate;ENVOI_DEPOT;1;0550;263,00;195,00;205,73;4234972;2022-12-12;;;221764151
INNO016;STARKEY;FA;4548054;2022-12-12;19;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4234972;2022-12-12;;;
UNIS001;STARKEY;FA;21553237;2022-12-16;1;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1517,00;505,47;533,28;4210464;2022-11-10;REUILLON PAUL;;222088438
UNIS001;STARKEY;FA;21553237;2022-12-16;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4210464;2022-11-10;REUILLON PAUL;;
UNIS001;STARKEY;FA;21553237;2022-12-16;3;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1517,00;505,47;533,27;4210464;2022-11-10;REUILLON PAUL;;222088446
